"bird_id","egg_id","clip_id","ring_no","min_hatch_date","min_hatch_time","max_hatch_date","max_hatch_time","nest_rear","max_death_date","max_death_time","sex"
"S955518",NA,"LR","S955518","2017-05-14","13:22:00.00","2017-05-15","13:45:00.00","17_63",NA,NA,"M"
"S955521",NA,"A","S955521","2017-05-14","13:22:00.00","2017-05-15","13:45:00.00","17_63",NA,NA,"M"
"S955517",NA,"N","S955517","2017-05-14","13:22:00.00","2017-05-15","13:45:00.00","17_63",NA,NA,"M"
"S955511",NA,"L","S955511","2017-05-13","13:14","2017-05-14","13:14:00.00","17_67",NA,NA,"M"
"S955513",NA,"R","S955513","2017-05-13","13:14","2017-05-14","13:14:00.00","17_67",NA,NA,"M"
"S955515",NA,"B","S955515","2017-05-13","13:14","2017-05-14","13:14:00.00","17_67",NA,NA,"M"
"S955512",NA,"LB","S955512","2017-05-14","13:14:00.00","2017-05-15","13:40:00.00","17_67",NA,NA,"M"
"S955514",NA,"RB","S955514","2017-05-14","13:14:00.00","2017-05-15","13:40:00.00","17_67",NA,NA,"M"
"S955506",NA,"LR","S955506","2017-05-14","13:14:00.00","2017-05-15","13:40:00.00","17_67",NA,NA,"M"
"S955508",NA,"A","S955508","2017-05-14","13:14:00.00","2017-05-15","13:40:00.00","17_67",NA,NA,"F"
"S955510",NA,"LT","S955510","2017-05-14","13:14:00.00","2017-05-15","13:40:00.00","17_67",NA,NA,"F"
"S955507",NA,"RT","S955507","2017-05-15","13:40:00.00","2017-05-17","13:16:00.00","17_67",NA,NA,"M"
"S955509",NA,"N","S955509","2017-05-15","13:40:00.00","2017-05-17","13:16:00.00","17_67",NA,NA,"F"
"S955505",NA,"L","S955505","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"S955501",NA,"R","S955501","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"F"
"S955503",NA,"B","S955503","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"Z650499",NA,"LB","Z650499","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"Z650500",NA,"RB","Z650500","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"Z650498",NA,"LR","Z650498","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"S955504",NA,"A","S955504","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"S955502",NA,"LT","S955502","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"M"
"Z650497",NA,"N","Z650497","2017-05-13","11:01","2017-05-14","11:22:00.00","17_138",NA,NA,"F"
"Z650493",NA,"L","Z650493","2017-05-13","10:58","2017-05-14","11:12:00.00","17_163",NA,NA,"M"
"Z650492",NA,"R","Z650492","2017-05-13","10:58","2017-05-14","11:12:00.00","17_163",NA,NA,"F"
"Z650490",NA,"B","Z650490","2017-05-13","10:58","2017-05-14","11:12:00.00","17_163",NA,NA,"M"
"Z650496",NA,"LB","Z650496","2017-05-13","10:58","2017-05-14","11:12:00.00","17_163",NA,NA,"M"
"Z650491",NA,"RB","Z650491","2017-05-13","10:58","2017-05-14","11:12:00.00","17_163",NA,NA,"F"
"Z650495",NA,"LR","Z650495","2017-05-14","11:12:00.00","2017-05-15","11:01:00.00","17_163",NA,NA,"F"
"Z650494",NA,"N","Z650494","2017-05-14","11:12:00.00","2017-05-15","11:01:00.00","17_163",NA,NA,"M"
"Z650479",NA,"L","Z650479","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"M"
"Z650487",NA,"R","Z650487","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"F"
"Z650486",NA,"B","Z650486","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"M"
"Z650480",NA,"LB","Z650480","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"F"
"Z650483",NA,"RB","Z650483","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"M"
"Z650482",NA,"LR","Z650482","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"F"
"Z650485",NA,"A","Z650485","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"M"
"Z650478",NA,"LT","Z650478","2017-05-13","10:56","2017-05-14","11:01:00.00","17_164",NA,NA,"F"
"Z650489",NA,"RT","Z650489","2017-05-14","11:01:00.00","2017-05-15","10:50:00.00","17_164",NA,NA,"M"
"Z650488",NA,"BT","Z650488","2017-05-14","11:01:00.00","2017-05-15","10:50:00.00","17_164",NA,NA,"F"
"Z650484",NA,"LBT","Z650484","2017-05-15","10:50:00.00","2017-05-17","10:39:00.00","17_164",NA,NA,"F"
"Z650481",NA,"N","Z650481","2017-05-15","10:50:00.00","2017-05-17","10:39:00.00","17_164",NA,NA,"M"
"Z650476",NA,"L","Z650476","2017-05-13","11:43","2017-05-14","10:42:00.00","17_183",NA,NA,"M"
"Z650475",NA,"R","Z650475","2017-05-13","11:43","2017-05-14","10:42:00.00","17_183",NA,NA,"M"
"Z650471",NA,"B","Z650471","2017-05-13","11:43","2017-05-14","10:42:00.00","17_183",NA,NA,"F"
"Z650474",NA,"LB","Z650474","2017-05-14","10:42:00.00","2017-05-15","10:02:00.00","17_183",NA,NA,"M"
"Z650472",NA,"RB","Z650472","2017-05-14","10:42:00.00","2017-05-15","10:02:00.00","17_183",NA,NA,"M"
"Z650477",NA,"LR","Z650477","2017-05-15","10:02:00.00","2017-05-17","10:20:00.00","17_183",NA,NA,"F"
"Z650473",NA,"N","Z650473","2017-05-15","10:02:00.00","2017-05-17","10:20:00.00","17_183",NA,NA,"M"
"Z650530",NA,"L","Z650530","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"M"
"Z650531",NA,"R","Z650531","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"F"
"Z650525",NA,"B","Z650525","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"F"
"Z650527",NA,"LB","Z650527","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"F"
"Z650528",NA,"RB","Z650528","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"M"
"Z650526",NA,"LR","Z650526","2017-05-14","15:05","2017-05-15","15:43:00.00","17_192",NA,NA,"F"
"Z650532",NA,"A","Z650532","2017-05-15","15:43:00.00","2017-05-16","14:25:00.00","17_192",NA,NA,"M"
"Z650529",NA,"LT","Z650529","2017-05-15","15:43:00.00","2017-05-16","14:25:00.00","17_192",NA,NA,"M"
"S955551",NA,"L","S955551","2017-05-14","10:47","2017-05-15","10:19:00.00","17_180",NA,NA,"M"
"S955553",NA,"R","S955553","2017-05-14","10:47","2017-05-15","10:19:00.00","17_180",NA,NA,"F"
"S955554",NA,"B","S955554","2017-05-14","10:47","2017-05-15","10:19:00.00","17_180",NA,NA,"F"
"17_180LB",NA,"LB",NA,"2017-05-14","10:47","2017-05-15","10:19:00.00","17_180","2017-05-21","11:19:00.00","F"
"S955550",NA,"RB","S955550","2017-05-14","10:47","2017-05-15","10:19:00.00","17_180",NA,NA,"F"
"S955555",NA,"LR","S955555","2017-05-14","10:47","2017-05-15","10:19:00.00","17_180",NA,NA,"M"
"S955556",NA,"A","S955556","2017-05-15","10:19:00.00","2017-05-16","09:35:00.00","17_180",NA,NA,"M"
"S955552",NA,"N","S955552","2017-05-16","09:35:00.00","2017-05-18","09:58:00.00","17_180",NA,NA,"M"
"S955549",NA,"L","S955549","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"F"
"17_178R",NA,"R",NA,"2017-05-14","10:40","2017-05-15","10:08:00.00","17_178","2017-05-24","10:57:00.00","M"
"S955545",NA,"B","S955545","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"M"
"S955546",NA,"LB","S955546","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"F"
"S955543",NA,"RB","S955543","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"M"
"S955547",NA,"LR","S955547","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"F"
"S955548",NA,"A","S955548","2017-05-14","10:40","2017-05-15","10:08:00.00","17_178",NA,NA,"F"
"S955544",NA,"LT","S955544","2017-05-15","10:08:00.00","2017-05-16","09:30:00.00","17_178",NA,NA,"F"
"S955542",NA,"N","S955542","2017-05-15","10:08:00.00","2017-05-16","09:30:00.00","17_178",NA,NA,"F"
"17_166L",NA,"L",NA,"2017-05-14","10:58","2017-05-15","10:46:00.00","17_166","2017-05-16","10:04:00.00","F"
"S955562",NA,"L","S955562","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955564",NA,"R","S955564","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955563",NA,"B","S955563","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955561",NA,"LB","S955561","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955559",NA,"RB","S955559","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"M"
"S955560",NA,"LR","S955560","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955565",NA,"A","S955565","2017-05-14","11:15","2017-05-15","11:07:00.00","17_161",NA,NA,"F"
"S955557",NA,"LT","S955557","2017-05-15","11:07:00.00","2017-05-16","10:08:00.00","17_161",NA,NA,"M"
"S955558",NA,"N","S955558","2017-05-15","11:07:00.00","2017-05-16","10:08:00.00","17_161",NA,NA,"F"
"S955569",NA,"L","S955569","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955570",NA,"R","S955570","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"F"
"S955572",NA,"B","S955572","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955574",NA,"LB","S955574","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"F"
"S955573",NA,"RB","S955573","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955571",NA,"LR","S955571","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"F"
"S955567",NA,"A","S955567","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955566",NA,"LT","S955566","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955568",NA,"RT","S955568","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955575",NA,"BT","S955575","2017-05-14","11:31","2017-05-15","11:28:00.00","17_131",NA,NA,"M"
"S955577",NA,"LBT","S955577","2017-05-15","11:28:00.00","2017-05-16","10:17:00.00","17_131",NA,NA,"M"
"S955576",NA,"N","S955576","2017-05-15","11:28:00.00","2017-05-16","10:17:00.00","17_131",NA,NA,"F"
"S955579",NA,"L","S955579","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"M"
"S955581",NA,"R","S955581","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"M"
"S955583",NA,"B","S955583","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"F"
"S955584",NA,"LB","S955584","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"M"
"S955582",NA,"RB","S955582","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"F"
"S955578",NA,"LR","S955578","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"M"
"S955580",NA,"A","S955580","2017-05-14","11:33","2017-05-15","11:46:00.00","17_124",NA,NA,"F"
"S955586",NA,"LT","S955586","2017-05-15","11:46:00.00","2017-05-16","10:25:00.00","17_124",NA,NA,"F"
"S955585",NA,"RT","S955585","2017-05-15","11:46:00.00","2017-05-16","10:25:00.00","17_124",NA,NA,"M"
"17_124N",NA,"N",NA,"2017-05-16","10:25:00.00","2017-05-18","11:10:00.00","17_124","2017-05-24","12:52:00.00","M"
"17_98L",NA,"L",NA,"2017-05-14","11:51","2017-05-15","12:30:00.00","17_98","2017-05-24","12:35:00.00","M"
"17_98R",NA,"R",NA,"2017-05-14","11:51","2017-05-15","12:30:00.00","17_98","2017-05-24","12:35:00.00","F"
"17_98B",NA,"B",NA,"2017-05-15","12:30:00.00","2017-05-16","11:32:00.00","17_98","2017-05-24","12:35:00.00","F"
"17_98LB",NA,"LB",NA,"2017-05-15","12:30:00.00","2017-05-16","11:32:00.00","17_98","2017-05-24","12:35:00.00","F"
"17_98RB",NA,"RB",NA,"2017-05-15","12:30:00.00","2017-05-16","11:32:00.00","17_98","2017-05-24","12:35:00.00","F"
"S955592",NA,"L","S955592","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"F"
"S955588",NA,"R","S955588","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"F"
"S955594",NA,"B","S955594","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"M"
"S955590",NA,"LB","S955590","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"M"
"S955591",NA,"RB","S955591","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"F"
"S955589",NA,"LR","S955589","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,"F"
"S955593",NA,"A","S955593","2017-05-14","13:32","2017-05-15","13:59:00.00","17_49",NA,NA,NA
"S955587",NA,"N","S955587","2017-05-15","13:59:00.00","2017-05-16","12:59:00.00","17_49",NA,NA,"F"
"Z650501",NA,"L","Z650501","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"M"
"S955595",NA,"R","S955595","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"F"
"S955596",NA,"B","S955596","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"F"
"Z650502",NA,"LB","Z650502","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"F"
"S955600",NA,"RB","S955600","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"F"
"S955599",NA,"LR","S955599","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42",NA,NA,"M"
"S955597",NA,"A","S955597","2017-05-14","13:34","2017-05-15","14:09:00.00","17_42","2017-05-30","15:15:00.00","M"
"S955598",NA,"N","S955598","2017-05-15","14:09:00.00","2017-05-16","13:03:00.00","17_42",NA,NA,"F"
"Z650503",NA,"L","Z650503","2017-05-14","13:58","2017-05-15","14:35:00.00","17_38",NA,NA,"M"
"Z650506",NA,"R","Z650506","2017-05-15","14:35:00.00","2017-05-16","13:10:00.00","17_38",NA,NA,"F"
"Z650504",NA,"B","Z650504","2017-05-15","14:35:00.00","2017-05-16","13:10:00.00","17_38",NA,NA,"F"
"Z650507",NA,"LB","Z650507","2017-05-16","13:10:00.00","2017-05-18","14:13:00.00","17_38",NA,NA,"F"
"Z650505",NA,"N","Z650505","2017-05-16","13:10:00.00","2017-05-18","14:13:00.00","17_38",NA,NA,"F"
"Z650509",NA,"L","Z650509","2017-05-14","14:42","2017-05-15","15:23:00.00","17_16",NA,NA,"F"
"Z650512",NA,"R","Z650512","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"M"
"Z650511",NA,"B","Z650511","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"M"
"Z650515",NA,"LB","Z650515","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"F"
"Z650510",NA,"RB","Z650510","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"F"
"Z650514",NA,"LR","Z650514","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"M"
"Z650513",NA,"A","Z650513","2017-05-15","15:23:00.00","2017-05-16","13:26:00.00","17_16",NA,NA,"F"
"Z650508",NA,"LT","Z650508","2017-05-16","13:26:00.00","2017-05-18","14:35:00.00","17_16",NA,NA,"F"
"Z650516",NA,"N","Z650516","2017-05-16","13:26:00.00","2017-05-18","14:35:00.00","17_16",NA,NA,"F"
"Z650521",NA,"L","Z650521","2017-05-14","14:45","2017-05-15","15:29:00.00","17_7",NA,NA,"M"
"Z650523",NA,"R","Z650523","2017-05-14","14:45","2017-05-15","15:29:00.00","17_7",NA,NA,"F"
"Z650519",NA,"B","Z650519","2017-05-14","14:45","2017-05-15","15:29:00.00","17_7",NA,NA,"M"
"Z650518",NA,"LB","Z650518","2017-05-15","15:29:00.00","2017-05-16","13:59:00.00","17_7",NA,NA,"F"
"Z650517",NA,"RB","Z650517","2017-05-15","15:29:00.00","2017-05-16","13:59:00.00","17_7",NA,NA,"F"
"Z650520",NA,"LR","Z650520","2017-05-15","15:29:00.00","2017-05-16","13:59:00.00","17_7",NA,NA,"F"
"Z650522",NA,"A","Z650522","2017-05-16","13:59:00.00","2017-05-18","13:45:00.00","17_7",NA,NA,"F"
"Z650524",NA,"N","Z650524","2017-05-16","13:59:00.00","2017-05-18","13:45:00.00","17_7",NA,NA,"F"
"Z650534",NA,"L","Z650534","2017-05-15","7:48","2017-05-16","07:40:00.00","17_A45",NA,NA,"M"
"Z650537",NA,"R","Z650537","2017-05-15","7:48","2017-05-16","07:40:00.00","17_A45",NA,NA,"M"
"Z650536",NA,"B","Z650536","2017-05-16","07:40:00.00","2017-05-17","07:52:00.00","17_A45",NA,NA,"F"
"Z650533",NA,"LB","Z650533","2017-05-16","07:40:00.00","2017-05-17","07:52:00.00","17_A45",NA,NA,"M"
"Z650535",NA,"RB","Z650535","2017-05-16","07:40:00.00","2017-05-17","07:52:00.00","17_A45",NA,NA,"F"
"Z650541",NA,"L","Z650541","2017-05-15","8:22","2017-05-16","07:46:00.00","17_A37",NA,NA,"M"
"Z650538",NA,"R","Z650538","2017-05-15","8:22","2017-05-16","07:46:00.00","17_A37",NA,NA,"F"
"Z650539",NA,"B","Z650539","2017-05-15","8:22","2017-05-16","07:46:00.00","17_A37",NA,NA,"F"
"Z650542",NA,"LB","Z650542","2017-05-15","8:22","2017-05-16","07:46:00.00","17_A37",NA,NA,"M"
"Z650540",NA,"RB","Z650540","2017-05-16","07:46:00.00","2017-05-17","08:06:00.00","17_A37",NA,NA,"F"
"Z650543",NA,"N","Z650543","2017-05-16","07:46:00.00","2017-05-17","08:06:00.00","17_A37",NA,NA,"M"
"17_A19L",NA,"L",NA,"2017-05-15","8:30","2017-05-16","08:21:00.00","17_A19","2017-05-22","09:09:00.00","M"
"Z650544",NA,"R","Z650544","2017-05-15","8:30","2017-05-16","08:21:00.00","17_A19",NA,NA,"F"
"17_A19LB",NA,"LB",NA,"2017-05-15","8:30","2017-05-16","08:21:00.00","17_A19","2017-05-22","09:09:00.00","M"
"17_A19N",NA,"N",NA,"2017-05-16","08:21:00.00","2017-05-17","08:42:00.00","17_A19","2017-05-22","09:09:00.00","F"
"Z650545",NA,"L","Z650545","2017-05-15","9:40","2017-05-16","09:57:00.00","17_A1",NA,NA,"M"
"Z650546",NA,"R","Z650546","2017-05-15","9:40","2017-05-16","09:57:00.00","17_A1",NA,NA,"M"
"Z650550",NA,"B","Z650550","2017-05-15","9:40","2017-05-16","09:57:00.00","17_A1",NA,NA,"M"
"Z650549",NA,"LB","Z650549","2017-05-16","09:57:00.00","2017-05-17","09:19:00.00","17_A1",NA,NA,"M"
"Z650548",NA,"RB","Z650548","2017-05-16","09:57:00.00","2017-05-17","09:19:00.00","17_A1",NA,NA,"F"
"Z650547",NA,"LR","Z650547","2017-05-16","09:57:00.00","2017-05-17","09:19:00.00","17_A1",NA,NA,"F"
"Z650564",NA,"L","Z650564","2017-05-15","11:57","2017-05-16","10:33:00.00","17_121",NA,NA,"F"
"Z650561",NA,"R","Z650561","2017-05-15","11:57","2017-05-16","10:33:00.00","17_121",NA,NA,"M"
"Z650562",NA,"B","Z650562","2017-05-15","11:57","2017-05-16","10:33:00.00","17_121",NA,NA,"M"
"Z650567",NA,"LB","Z650567","2017-05-15","11:57","2017-05-16","10:33:00.00","17_121",NA,NA,"M"
"Z650563",NA,"RB","Z650563","2017-05-16","10:33:00.00","2017-05-17","11:39:00.00","17_121",NA,NA,"F"
"Z650569",NA,"LR","Z650569","2017-05-16","10:33:00.00","2017-05-17","11:39:00.00","17_121",NA,NA,"F"
"Z650568",NA,"A","Z650568","2017-05-16","10:33:00.00","2017-05-17","11:39:00.00","17_121",NA,NA,"F"
"Z650565",NA,"LT","Z650565","2017-05-16","10:33:00.00","2017-05-17","11:39:00.00","17_121",NA,NA,"M"
"Z650566",NA,"N","Z650566","2017-05-17","11:39:00.00","2017-05-19","11:15:00.00","17_121",NA,NA,"M"
"Z650571",NA,"L","Z650571","2017-05-15","12:20","2017-05-16","10:45:00.00","17_104",NA,NA,"M"
"Z650572",NA,"R","Z650572","2017-05-15","12:20","2017-05-16","10:45:00.00","17_104",NA,NA,"F"
"Z650570",NA,"B","Z650570","2017-05-15","12:20","2017-05-16","10:45:00.00","17_104",NA,NA,"F"
"Z650573",NA,"LB","Z650573","2017-05-15","12:20","2017-05-16","10:45:00.00","17_104",NA,NA,"M"
"Z650551",NA,"L","Z650551","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"M"
"Z650554",NA,"R","Z650554","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"M"
"Z650555",NA,"B","Z650555","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"F"
"Z650552",NA,"LB","Z650552","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"M"
"Z650560",NA,"RB","Z650560","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"F"
"Z650553",NA,"LR","Z650553","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"M"
"Z650556",NA,"A","Z650556","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"F"
"Z650558",NA,"LT","Z650558","2017-05-15","12:24","2017-05-16","11:07:00.00","17_112",NA,NA,"F"
"Z650557",NA,"RT","Z650557","2017-05-16","11:07:00.00","2017-05-17","11:45:00.00","17_112",NA,NA,"M"
"Z650559",NA,"BT","Z650559","2017-05-16","11:07:00.00","2017-05-17","11:45:00.00","17_112",NA,NA,"M"
"17_82L",NA,"L",NA,"2017-05-15","13:38","2017-05-16","12:46:00.00","17_82","2017-05-25","14:25:00.00","M"
"Z650589",NA,"R","Z650589","2017-05-15","13:38","2017-05-16","12:46:00.00","17_82",NA,NA,"M"
"Z650582",NA,"B","Z650582","2017-05-15","13:38","2017-05-16","12:46:00.00","17_82",NA,NA,"F"
"Z650585",NA,"LB","Z650585","2017-05-15","13:38","2017-05-16","12:46:00.00","17_82",NA,NA,"M"
"Z650587",NA,"RB","Z650587","2017-05-15","13:38","2017-05-16","12:46:00.00","17_82",NA,NA,"F"
"Z650583",NA,"LR","Z650583","2017-05-15","13:38","2017-05-16","12:46:00.00","17_82",NA,NA,"M"
"Z650581",NA,"A","Z650581","2017-05-16","12:46:00.00","2017-05-17","13:00:00.00","17_82",NA,NA,"M"
"Z650584",NA,"LT","Z650584","2017-05-16","12:46:00.00","2017-05-17","13:00:00.00","17_82",NA,NA,"F"
"Z650588",NA,"RT","Z650588","2017-05-16","12:46:00.00","2017-05-17","13:00:00.00","17_82",NA,NA,"M"
"Z650590",NA,"BT","Z650590","2017-05-17","13:00:00.00","2017-05-19","12:18:00.00","17_82",NA,NA,"M"
"Z650586",NA,"N","Z650586","2017-05-17","13:00:00.00","2017-05-19","12:18:00.00","17_82",NA,NA,"F"
"Z650580",NA,"L","Z650580","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"M"
"Z650574",NA,"R","Z650574","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"M"
"Z650577",NA,"B","Z650577","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"M"
"Z650578",NA,"LB","Z650578","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"M"
"Z650575",NA,"RB","Z650575","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"F"
"Z650576",NA,"LR","Z650576","2017-05-15","13:32","2017-05-16","12:36:00.00","17_85",NA,NA,"M"
"Z650579",NA,"A","Z650579","2017-05-16","12:36:00.00","2017-05-17","12:46:00.00","17_85",NA,NA,"F"
"Z650593",NA,"L","Z650593","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"F"
"Z650596",NA,"R","Z650596","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"M"
"Z650597",NA,"B","Z650597","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"M"
"Z650591",NA,"LB","Z650591","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"F"
"Z650600",NA,"RB","Z650600","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"F"
"Z650598",NA,"LR","Z650598","2017-05-15","14:45","2017-05-16","13:16:00.00","17_30",NA,NA,"M"
"Z650594",NA,"A","Z650594","2017-05-16","13:16:00.00","2017-05-17","14:33:00.00","17_30",NA,NA,"F"
"Z650595",NA,"LT","Z650595","2017-05-16","13:16:00.00","2017-05-17","14:33:00.00","17_30",NA,NA,"M"
"Z650592",NA,"RT","Z650592","2017-05-17","14:33:00.00","2017-05-19","13:42:00.00","17_30","2017-06-10",NA,"M"
"Z650599",NA,"N","Z650599","2017-05-17","14:33:00.00","2017-05-19","13:42:00.00","17_30","2017-06-10",NA,"F"
"Z650606",NA,"L","Z650606","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"F"
"Z650602",NA,"R","Z650602","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"F"
"Z650609",NA,"B","Z650609","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"F"
"Z650607",NA,"LB","Z650607","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"F"
"Z650610",NA,"RB","Z650610","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"M"
"Z650601",NA,"LR","Z650601","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"M"
"Z650608",NA,"A","Z650608","2017-05-15","15:19","2017-05-16","13:50:00.00","17_10",NA,NA,"F"
"Z650604",NA,"LT","Z650604","2017-05-16","13:50:00.00","2017-05-17","14:50:00.00","17_10",NA,NA,"M"
"Z650605",NA,"RT","Z650605","2017-05-16","13:50:00.00","2017-05-17","14:50:00.00","17_10",NA,NA,"F"
"Z650603",NA,"BT","Z650603","2017-05-16","13:50:00.00","2017-05-17","14:50:00.00","17_10",NA,NA,"F"
"Z650617",NA,"L","Z650617","2017-05-16","8:53","2017-05-17","09:08:00.00","17_A8",NA,NA,"M"
